"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","condition","answer","correct","operation","color_cue","trial_no","symbol_cue","wait_time","image_1","image_2","cor_key","type","judgment_type","stim_1","stim_2","inverted","true_neg","false_neg","true_pos","false_pos"
"","","","","","html-keyboard-response","75","1417635","0.0-23.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","76","1429091","0.0-24.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","11455","task_switching","21","{""subtraction_ans"":""18""}","training","","","","","","","","","","","","","","","subtraction","18","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","77","1430092","0.0-25.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","78","1435626","0.0-26.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","5532","task_switching","51","{""subtraction_ans"":""48""}","training","","","","","","","","","","","","","","","subtraction","48","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","79","1436628","0.0-27.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","80","1445981","0.0-28.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","9352","task_switching","31","{""subtraction_ans"":""28""}","training","","","","","","","","","","","","","","","subtraction","28","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","81","1446983","0.0-29.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","82","1453314","0.0-30.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","6330","task_switching","87","{""subtraction_ans"":""84""}","training","","","","","","","","","","","","","","","subtraction","84","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","83","1454316","0.0-31.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","84","1457716","0.0-32.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":3402}]","3402","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","85","1461687","0.0-33.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","3968","task_switching","56","{""subtraction_ans"":""53""}","experiment","","","","","","","","","","","","","","","subtraction","53","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","survey-text","86","1465166","0.0-34.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","3477","task_switching","62","{""subtraction_ans"":""59""}","experiment","","","","","","","","","","","","","","","subtraction","59","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","survey-text","87","1470997","0.0-35.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","5829","task_switching","87","{""subtraction_ans"":""83""}","experiment","","","","","","","","","","","","","","","subtraction","83","false","subtract","","","","","","","","","","","","","","","",""
"","","","","","survey-text","88","1474782","0.0-36.0","ADY44EV3GCW85","2022-05-19T02:00:25.374Z","phon_sim-task_switching-rhyme-same_different","","3783","task_switching","83","{""subtraction_ans"":""80""}","experiment","","","","","","","","","","","","","","","subtraction","80","true","subtract","","","","","","","","","","","","","","","",""
