"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","wait_time","correct","phase","image_1","image_2","cor_key","type","question_order","talk_out_loud","strategy_free_ans","condition","answer","operation","symbol_cue","trial_no","color_cue","judgment_type","stim_1","stim_2","inverted","true_neg","true_pos","false_pos","false_neg","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5"
"","","","","","survey-text","398","934368","0.0-208.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3629.199999988079","task_switching","75","{""colorcue_switch_ans"":""72""}","","true","experiment","","","","","","","","colorcue_switch","72","subtract","","19","blue","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","399","937319","0.0-209.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2946.5","task_switching","77","{""colorcue_switch_ans"":""80""}","","true","experiment","","","","","","","","colorcue_switch","80","add","","20","red","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","400","940052","0.0-210.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2729","task_switching","42","{""colorcue_switch_ans"":""39""}","","true","experiment","","","","","","","","colorcue_switch","39","subtract","","21","blue","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","401","942333","0.0-211.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2278.2000000029802","task_switching","67","{""colorcue_switch_ans"":""70""}","","true","experiment","","","","","","","","colorcue_switch","70","add","","22","red","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","402","946201","0.0-212.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3865.4000000059605","task_switching","90","{""colorcue_switch_ans"":""87""}","","true","experiment","","","","","","","","colorcue_switch","87","subtract","","23","blue","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","403","948601","0.0-213.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2396.5999999940395","task_switching","60","{""colorcue_switch_ans"":""63""}","","true","experiment","","","","","","","","colorcue_switch","63","add","","24","red","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","404","953987","0.0-214.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","5382.70000000298","task_switching","82","{""colorcue_switch_ans"":""79""}","","true","experiment","","","","","","","","colorcue_switch","79","subtract","","25","blue","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","405","957185","0.0-215.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3194.4000000059605","task_switching","36","{""colorcue_switch_ans"":""39""}","","true","experiment","","","","","","","","colorcue_switch","39","add","","26","red","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","406","959468","0.0-216.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2280.2999999970198","task_switching","63","{""colorcue_switch_ans"":""60""}","","true","experiment","","","","","","","","colorcue_switch","60","subtract","","27","blue","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","407","963402","0.0-217.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3929.7000000029802","task_switching","88","{""colorcue_switch_ans"":""91""}","","true","experiment","","","","","","","","colorcue_switch","91","add","","28","red","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","408","966385","0.0-218.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2979.7000000029802","task_switching","28","{""colorcue_switch_ans"":""25""}","","true","experiment","","","","","","","","colorcue_switch","25","subtract","","29","blue","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","409","988867","0.0-219.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","[{""page_index"":0,""viewing_time"":22481}]","22481.39999999106","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","410","996785","0.0-220.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","7911.20000000298","task_switching","69","{""uncued_switch_ans"":""72""}","","true","training","","","","","","","","uncued_switch","72","add","","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","411","997788","0.0-221.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","412","1000652","0.0-222.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2859.0999999940395","task_switching","43","{""uncued_switch_ans"":""40""}","","true","training","","","","","","","","uncued_switch","40","subtract","","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","413","1001659","0.0-223.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","414","1006502","0.0-224.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","4838.9000000059605","task_switching","56","{""uncued_switch_ans"":""59""}","","true","training","","","","","","","","uncued_switch","59","add","","2","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","415","1007510","0.0-225.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","416","1009803","0.0-226.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2288.4000000059605","task_switching","52","{""uncued_switch_ans"":""49""}","","true","training","","","","","","","","uncued_switch","49","subtract","","3","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","417","1010807","0.0-227.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","418","1013519","0.0-228.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2707.2999999970198","task_switching","68","{""uncued_switch_ans"":""71""}","","true","training","","","","","","","","uncued_switch","71","add","","4","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","419","1014525","0.0-229.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","420","1017469","0.0-230.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2939.7999999970198","task_switching","64","{""uncued_switch_ans"":""61""}","","true","training","","","","","","","","uncued_switch","61","subtract","","5","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","421","1018474","0.0-231.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","422","1021053","0.0-232.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2574.5999999940395","task_switching","44","{""uncued_switch_ans"":""47""}","","true","training","","","","","","","","uncued_switch","47","add","","6","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","423","1022059","0.0-233.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","424","1025002","0.0-234.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2938.6000000089407","task_switching","90","{""uncued_switch_ans"":""87""}","","true","training","","","","","","","","uncued_switch","87","subtract","","7","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","425","1026010","0.0-235.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","426","1028403","0.0-236.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2388.4000000059605","task_switching","31","{""uncued_switch_ans"":""34""}","","true","training","","","","","","","","uncued_switch","34","add","","8","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","427","1029406","0.0-237.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","428","1032020","0.0-238.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2608.8999999910593","task_switching","84","{""uncued_switch_ans"":""81""}","","true","training","","","","","","","","uncued_switch","81","subtract","","9","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","429","1033028","0.0-239.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","430","1036202","0.0-240.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","[{""page_index"":0,""viewing_time"":3172.300000011921}]","3172.9000000059605","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","431","1039136","0.0-241.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2929.8999999910593","task_switching","31","{""uncued_switch_ans"":""34""}","","true","experiment","","","","","","","","uncued_switch","34","add","","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","432","1041602","0.0-242.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2462.7999999970198","task_switching","63","{""uncued_switch_ans"":""60""}","","true","experiment","","","","","","","","uncued_switch","60","subtract","","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","433","1044986","0.0-243.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3380.300000011921","task_switching","55","{""uncued_switch_ans"":""58""}","","true","experiment","","","","","","","","uncued_switch","58","add","","2","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","434","1048053","0.0-244.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3062.5999999940395","task_switching","61","{""uncued_switch_ans"":""59""}","","false","experiment","","","","","","","","uncued_switch","59","subtract","","3","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","435","1050770","0.0-245.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2713.5","task_switching","95","{""uncued_switch_ans"":""98""}","","true","experiment","","","","","","","","uncued_switch","98","add","","4","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","436","1053419","0.0-246.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2646.3999999910593","task_switching","90","{""uncued_switch_ans"":""87""}","","true","experiment","","","","","","","","uncued_switch","87","subtract","","5","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","437","1056420","0.0-247.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2997.3999999910593","task_switching","86","{""uncued_switch_ans"":""89""}","","true","experiment","","","","","","","","uncued_switch","89","add","","6","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","438","1058870","0.0-248.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2446.8999999910593","task_switching","24","{""uncued_switch_ans"":""21""}","","true","experiment","","","","","","","","uncued_switch","21","subtract","","7","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","439","1061637","0.0-249.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2763.2000000029802","task_switching","14","{""uncued_switch_ans"":""17""}","","true","experiment","","","","","","","","uncued_switch","17","add","","8","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","440","1064370","0.0-250.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2729.3999999910593","task_switching","96","{""uncued_switch_ans"":""93""}","","true","experiment","","","","","","","","uncued_switch","93","subtract","","9","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","441","1066203","0.0-251.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","1829","task_switching","40","{""uncued_switch_ans"":""43""}","","true","experiment","","","","","","","","uncued_switch","43","add","","10","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","442","1068987","0.0-252.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2780.5999999940395","task_switching","60","{""uncued_switch_ans"":""57""}","","true","experiment","","","","","","","","uncued_switch","57","subtract","","11","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","443","1072154","0.0-253.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3163.1000000089407","task_switching","94","{""uncued_switch_ans"":""97""}","","true","experiment","","","","","","","","uncued_switch","97","add","","12","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","444","1075337","0.0-254.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3179.5999999940395","task_switching","20","{""uncued_switch_ans"":""17""}","","true","experiment","","","","","","","","uncued_switch","17","subtract","","13","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","445","1077620","0.0-255.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2279.4000000059605","task_switching","65","{""uncued_switch_ans"":""68""}","","true","experiment","","","","","","","","uncued_switch","68","add","","14","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","446","1080153","0.0-256.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2529.7999999970198","task_switching","75","{""uncued_switch_ans"":""72""}","","true","experiment","","","","","","","","uncued_switch","72","subtract","","15","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","447","1082920","0.0-257.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2764.6000000089407","task_switching","80","{""uncued_switch_ans"":""83""}","","true","experiment","","","","","","","","uncued_switch","83","add","","16","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","448","1085636","0.0-258.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2712.9000000059605","task_switching","92","{""uncued_switch_ans"":""89""}","","true","experiment","","","","","","","","uncued_switch","89","subtract","","17","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","449","1091437","0.0-259.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","5797.600000008941","task_switching","67","{""uncued_switch_ans"":""70""}","","true","experiment","","","","","","","","uncued_switch","70","add","","18","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","450","1094759","0.0-260.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3318.2999999970198","task_switching","29","{""uncued_switch_ans"":""26""}","","true","experiment","","","","","","","","uncued_switch","26","subtract","","19","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","451","1096936","0.0-261.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2174.5","task_switching","43","{""uncued_switch_ans"":""46""}","","true","experiment","","","","","","","","uncued_switch","46","add","","20","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","452","1099003","0.0-262.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2064.5999999940395","task_switching","25","{""uncued_switch_ans"":""22""}","","true","experiment","","","","","","","","uncued_switch","22","subtract","","21","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","453","1101870","0.0-263.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2863.5","task_switching","58","{""uncued_switch_ans"":""61""}","","true","experiment","","","","","","","","uncued_switch","61","add","","22","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","454","1105571","0.0-264.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3698","task_switching","18","{""uncued_switch_ans"":""15""}","","true","experiment","","","","","","","","uncued_switch","15","subtract","","23","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","455","1108871","0.0-265.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3296.0999999940395","task_switching","37","{""uncued_switch_ans"":""40""}","","true","experiment","","","","","","","","uncued_switch","40","add","","24","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","456","1112037","0.0-266.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","3163","task_switching","54","{""uncued_switch_ans"":""51""}","","true","experiment","","","","","","","","uncued_switch","51","subtract","","25","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","457","1114404","0.0-267.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2363.8999999910593","task_switching","21","{""uncued_switch_ans"":""24""}","","true","experiment","","","","","","","","uncued_switch","24","add","","26","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","458","1117269","0.0-268.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2862.2000000029802","task_switching","13","{""uncued_switch_ans"":""10""}","","true","experiment","","","","","","","","uncued_switch","10","subtract","","27","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","459","1119688","0.0-269.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2416.5","task_switching","39","{""uncued_switch_ans"":""41""}","","false","experiment","","","","","","","","uncued_switch","41","add","","28","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","460","1122470","0.0-270.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2779","task_switching","30","{""uncued_switch_ans"":""27""}","","true","experiment","","","","","","","","uncued_switch","27","subtract","","29","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","461","1126754","0.0-271.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","4282","task_switching","","{""Q0"":""No""}","","","","","","","","[0]","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","462","1138438","0.0-272.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","11678.70000000298","task_switching","","{""Q0"":""I thought the words plus or minus as I worked.""}","","","","","","","","","","I thought the words plus or minus as I worked.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","463","1139720","0.0-273.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","[{""page_index"":0,""viewing_time"":1278.7000000029802}]","1279.3999999910593","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","464","1152071","0.0-274.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","[{""page_index"":0,""viewing_time"":12348.59999999404}]","12349.40000000596","same_different","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","465","1166337","0.0-275.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","[{""page_index"":0,""viewing_time"":14262.70000000298}]","14263.59999999404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","466","1167094","0.0-276.0-0.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","467","1169503","0.0-276.0-1.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2401.9000000059605","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:34%\""><img src=\""same_diff_imgs/D07.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/C04.gif\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/D07.gif","same_diff_imgs/C04.gif","no","1","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","468","1169506","0.0-276.0-2.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","469","1169812","0.0-276.0-3.0","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","470","1170569","0.0-276.0-0.1","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","471","1173098","0.0-276.0-1.1","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2524.3999999910593","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px;text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/D09.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/D07.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/D09.gif","same_diff_imgs/D07.gif","yes","","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","472","1173101","0.0-276.0-2.1","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","473","1173407","0.0-276.0-3.1","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","474","1174162","0.0-276.0-0.2","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","475","1177166","0.0-276.0-1.2","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","2997.5","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D07.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/D09.gif\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/D07.gif","same_diff_imgs/D09.gif","no","","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","476","1177168","0.0-276.0-2.2","A2H2LO1OOF8R5N","2022-05-19T02:21:50.074Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
