"ID";"Visual";"Verbal";"Manipulation";"Orthographic"
"644";644;4;3.91666666666667;4.25;3.16666666666667
"645";645;3.5;4.16666666666667;3.25;2.16666666666667
"646";646;3.4;2.75;2.5;2.16666666666667
"647";647;4;4.33333333333333;2.625;3.33333333333333
"648";648;3.6;3.33333333333333;3;3.16666666666667
"649";649;3.5;3.16666666666667;3.375;3.16666666666667
"650";650;3.8;4.16666666666667;4;4
"651";651;2.6;4.33333333333333;4;2
"652";652;3.9;4.83333333333333;3.375;2.33333333333333
"653";653;3.9;3.83333333333333;3.875;3.33333333333333
"654";654;2.4;4.33333333333333;3.5;2.5
"655";655;3.7;4.33333333333333;3.5;3
"656";656;3.9;4.08333333333333;3.875;2.83333333333333
"657";657;2.5;3.5;3.625;1.66666666666667
"658";658;3.5;4.41666666666667;3;2.33333333333333
"659";659;3.8;3.58333333333333;4;2.83333333333333
"660";660;3.5;3.75;2.375;2.66666666666667
"661";661;4.1;3.41666666666667;3.25;2
"662";662;3.5;3.33333333333333;3.625;1.33333333333333
"663";663;3.4;3.5;3.25;2.5
"664";664;3.7;4.5;2.875;1.83333333333333
"665";665;2.4;3.41666666666667;4.125;1.5
"666";666;3.8;4.41666666666667;4.625;3.16666666666667
"667";667;3.4;3.91666666666667;3.75;2.83333333333333
"668";668;4;4.25;3.5;3.16666666666667
"669";669;3.2;4.33333333333333;3;3.5
"670";670;3.8;3.25;3.625;3
"671";671;3.8;3.91666666666667;2.125;2.66666666666667
"672";672;4.6;4.41666666666667;4.25;3
"673";673;3.4;5;4.25;3
"674";674;4;3.75;3.75;3.5
"675";675;3.7;3.58333333333333;3.625;3.66666666666667
"676";676;4.3;5;4.125;2.16666666666667
"677";677;2.8;4.08333333333333;2.5;2.5
"678";678;4.5;4.91666666666667;4;1.83333333333333
"679";679;3.5;4.5;4.125;2.5
"680";680;3.8;3.91666666666667;3.125;2.83333333333333
"681";681;4.2;3.75;3.375;3
"682";682;3.4;3.5;3.5;2.5
"683";683;3.7;4.58333333333333;3.25;3.16666666666667
"684";684;4.6;4.83333333333333;5;4.33333333333333
"685";685;4.7;3;3.75;2.66666666666667
"686";686;4.9;4.75;3.5;3.33333333333333
"687";687;4.3;3.83333333333333;3.75;2.83333333333333
"688";688;3.8;3.91666666666667;4.875;3
"689";689;3.5;4.58333333333333;2.75;3.5
"690";690;3.7;4;3.5;3.5
"691";691;3.9;3.5;3.25;3
"692";692;4.2;3.5;3.125;4.33333333333333
"693";693;3.4;3.58333333333333;4.125;2.33333333333333
"694";694;3.1;3.66666666666667;4.25;1.16666666666667
"695";695;4;4.25;4.125;2.16666666666667
"696";696;3.5;2.91666666666667;3.375;2.83333333333333
"697";697;3.5;4.16666666666667;3.75;3.16666666666667
"698";698;2.9;3.75;3.875;2.33333333333333
"699";699;3.8;3.66666666666667;3.5;2.83333333333333
"700";700;3.8;3.83333333333333;3.25;2.16666666666667
"701";701;2.2;4.08333333333333;3.5;2.16666666666667
"702";702;4.6;4.33333333333333;4.375;2
"703";703;4;4.25;3.875;1.5
"704";704;3.9;3.66666666666667;3.25;3.33333333333333
"705";705;2.6;3.66666666666667;1.75;2.16666666666667
"706";706;4.1;3.66666666666667;3.25;3.16666666666667
"707";707;3.7;4;4.75;4
"708";708;4.1;3.75;3;3.5
"709";709;3.5;3.25;3.375;2.66666666666667
"710";710;3.2;4;4;2.16666666666667
"711";711;3.4;4.08333333333333;3.25;3
"712";712;3.7;3;3;2.83333333333333
"713";713;2.7;4.5;3.5;3
"714";714;3.6;3;4.25;1.5
"715";715;4.2;4.5;3.375;2.33333333333333
"716";716;3.8;3.58333333333333;4.375;2.16666666666667
"717";717;3.7;4.5;3.875;3.83333333333333
"718";718;2.7;3.33333333333333;3.5;2
"719";719;4;4.25;3.875;2.33333333333333
"720";720;3.8;3.75;2.875;2.16666666666667
"721";721;3.9;3.91666666666667;3.125;3.16666666666667
"722";722;4.5;4.83333333333333;5;3.33333333333333
"723";723;4;3.75;5;3.66666666666667
"724";724;3.8;3.58333333333333;2.75;3.33333333333333
"725";725;4.2;3.08333333333333;3.875;2.33333333333333
"726";726;3.3;4.5;3;3
"727";727;2.7;3.66666666666667;3.625;1.5
"728";728;3.1;3.16666666666667;3.5;2
"729";729;3.2;2.75;3.75;2.16666666666667
"730";730;3.9;3.83333333333333;3.75;1.5
"731";731;3.7;3.41666666666667;2.5;2.33333333333333
"732";732;3.1;2.83333333333333;3.75;2.66666666666667
"733";733;3;3.41666666666667;2.875;3.33333333333333
"734";734;3.6;4.25;2.875;3.16666666666667
"735";735;3.8;4.75;3.625;3
"736";736;3.8;3.75;3.25;3
"737";737;3.9;4.33333333333333;4.25;2.16666666666667
"738";738;4;4.25;4;2
"739";739;3.9;4.41666666666667;4.625;4.5
"740";740;3.4;3.5;2.875;2
"741";741;3.8;3.83333333333333;3.625;2.66666666666667
"742";742;3.2;4.25;4.125;3
"743";743;3.7;4.5;2.375;3.16666666666667
"744";744;4.3;4.41666666666667;4.125;3
"745";745;4.1;4.58333333333333;3.5;3.16666666666667
"746";746;3.5;3.75;4.25;2.83333333333333
"747";747;3.5;3.5;3.5;2.83333333333333
"748";748;3.5;3.58333333333333;2.625;2.83333333333333
"749";749;3.9;3.58333333333333;3.625;1.83333333333333
"750";750;4.1;4.08333333333333;2.625;3
"751";751;3.7;3.75;4.25;2.83333333333333
"752";752;3.3;3.75;4.125;2.16666666666667
"753";753;4.5;4.75;4;4.16666666666667
"754";754;3.7;4.41666666666667;3.875;2.66666666666667
"755";755;4;3.75;3.375;3
"756";756;3.7;4.41666666666667;3.875;2.33333333333333
"757";757;4.7;4.75;4.25;3.5
"758";758;3.9;3.75;4.25;3.33333333333333
"759";759;3.7;3.83333333333333;4.125;3.5
"760";760;4.3;4;4.25;2.66666666666667
"761";761;3.4;3.41666666666667;3.875;2.83333333333333
"762";762;4;4.58333333333333;4.375;3.5
"763";763;3.8;4.41666666666667;4;3
"764";764;3.2;3.83333333333333;3.375;3.33333333333333
"765";765;3.1;3.66666666666667;3.625;2.5
"766";766;3.7;4.08333333333333;1.125;3.5
"767";767;2.7;4.08333333333333;3.625;3.33333333333333
"768";768;4.2;3.25;3.5;2.16666666666667
"769";769;3.7;3.41666666666667;3.25;3.66666666666667
"770";770;4.2;4.5;3.625;3.33333333333333
"771";771;4.2;4.66666666666667;4.5;2.33333333333333
"772";772;4;4.83333333333333;3.75;4
"773";773;3.6;4.08333333333333;3.875;2.66666666666667
"774";774;3.7;3.91666666666667;2.75;2.83333333333333
"775";775;3.1;2.66666666666667;3;1.66666666666667
"776";776;4.2;4.08333333333333;3.125;2.16666666666667
"777";777;3.7;3.75;4;3
"778";778;3.6;3.75;4.25;2
"779";779;2.6;4.25;3.75;3.33333333333333
"780";780;4.1;3.16666666666667;4;2.5
"781";781;4.2;3.91666666666667;3.375;1.33333333333333
"782";782;3.9;3.83333333333333;4.625;2.5
"783";783;2.6;3.83333333333333;3.25;3
"784";784;4.4;4.58333333333333;4;3.66666666666667
"785";785;3.1;3.58333333333333;3.875;3
"786";786;2.9;4.91666666666667;2.625;2.33333333333333
"787";787;3.9;3.08333333333333;4;2.16666666666667
"788";788;2.9;3.25;3.5;3.16666666666667
"789";789;3.8;3.16666666666667;3.75;2
"790";790;3.5;3.5;4.125;3
"791";791;4;4.33333333333333;3.875;2.66666666666667
"792";792;3.3;3.41666666666667;2.875;2.5
"793";793;3.9;4.75;3.25;4.83333333333333
"794";794;3.9;3.58333333333333;4.5;3
"795";795;3.6;3.91666666666667;3.25;2.5
"796";796;3.8;3.91666666666667;3.5;1.83333333333333
"797";797;2.9;3.83333333333333;4.5;2.83333333333333
"798";798;3.7;3.41666666666667;2.875;2.83333333333333
"799";799;2.9;4;3.875;3
"800";800;2.9;2.83333333333333;3.5;2.33333333333333
"801";801;3.3;3.41666666666667;4;2.33333333333333
"802";802;2.4;3.75;2.25;1.5
"803";803;4.7;4.25;3.75;3.16666666666667
"804";804;3;2.75;3.625;2.5
"805";805;3.1;4;3.375;3.33333333333333
"806";806;3.9;4;4.375;3
"807";807;3.2;4.83333333333333;4.25;2.66666666666667
"808";808;4;3;3.5;1.5
"809";809;3.8;4.25;4;2.66666666666667
"810";810;4.1;4.08333333333333;4.375;2.16666666666667
"811";811;4.4;3.58333333333333;3.625;2.66666666666667
"812";812;3.5;3.75;2.5;2.5
"813";813;2.6;3.25;3;2.5
"814";814;1;4.41666666666667;2.875;3.33333333333333
"815";815;3.5;3.91666666666667;3.875;3.16666666666667
"816";816;3.9;4.33333333333333;4;3
"817";817;3.8;4.16666666666667;3.875;2.33333333333333
"818";818;3.8;4.41666666666667;4.375;2.5
"819";819;1.6;3.83333333333333;2.75;2
"820";820;3.7;4.58333333333333;3.375;2.5
"821";821;3;2.91666666666667;3.125;1.33333333333333
"822";822;3.1;3.5;2.5;3.16666666666667
"823";823;3.1;3.75;3.75;1.5
"824";824;4;4.33333333333333;3.125;2.33333333333333
"825";825;3.9;4.41666666666667;4;3.5
"826";826;3.1;3.91666666666667;2.875;3
"827";827;4;4.41666666666667;3.875;3
"828";828;3;4.5;4.875;2.5
"829";829;3.6;4.58333333333333;3.75;2.66666666666667
"830";830;4.4;4.66666666666667;3.875;3.83333333333333
"831";831;2.5;2.83333333333333;3.625;2.5
"832";832;3.8;3.33333333333333;3.375;3.5
"833";833;3.8;4.41666666666667;3.125;2.5
"834";834;4;4;4;2.16666666666667
"835";835;3.9;4.08333333333333;4.125;3.83333333333333
"836";836;3.9;3.16666666666667;4.75;2.5
"837";837;3.6;3.08333333333333;4.375;3.66666666666667
"838";838;3.3;4.16666666666667;3.375;2.83333333333333
"839";839;3.8;3;4.75;2.33333333333333
"840";840;3.7;4.16666666666667;3.75;3.16666666666667
"841";841;3.6;3.66666666666667;3.75;4.33333333333333
"842";842;3.7;3.75;4.625;4.33333333333333
"843";843;4.2;3.33333333333333;3.375;2
"844";844;3;4.16666666666667;2.625;2.66666666666667
"845";845;3.4;4.75;3.375;3.5
"846";846;3.3;3.33333333333333;3.625;2.33333333333333
"847";847;3.4;3.33333333333333;4.5;2.33333333333333
"848";848;2.2;3.66666666666667;2.875;1.66666666666667
"849";849;3.5;3;2.625;3.33333333333333
"850";850;3.4;3.5;3;2.66666666666667
"851";851;3;4;2.5;1.66666666666667
"852";852;4.3;4;2.625;2.16666666666667
"853";853;4.6;4.33333333333333;4;4.5
"854";854;2.7;3.66666666666667;2.875;1.66666666666667
"855";855;3.7;2.91666666666667;3.375;2.83333333333333
"856";856;3.6;4.08333333333333;3.75;3.83333333333333
"857";857;3;4.33333333333333;2.75;2.83333333333333
"858";858;3.5;3.75;3.875;2.83333333333333
"859";859;3.7;4.08333333333333;4.375;2.5
"860";860;2.7;3.5;3.625;2
"861";861;4;3;4.375;2.5
"862";862;4;3.41666666666667;3;3.16666666666667
"863";863;3.6;3.08333333333333;4.625;2.66666666666667
"864";864;2.7;3.58333333333333;3.125;2.66666666666667
"865";865;3.9;3.66666666666667;3.125;3.66666666666667
"866";866;4.1;4.58333333333333;4.625;3.66666666666667
"867";867;2.3;3.41666666666667;2.875;1.83333333333333
"868";868;3.4;3.91666666666667;4;2.16666666666667
"869";869;3.5;3.16666666666667;4;2.33333333333333
"870";870;3.3;4;4.375;2.66666666666667
"871";871;3.6;3.75;4.375;3.5
"872";872;3.5;3.16666666666667;2.875;3
"873";873;3.2;3.16666666666667;3.5;3
"874";874;3.6;3.5;4.125;2.66666666666667
"875";875;2.7;3.83333333333333;3.75;1.66666666666667
"876";876;3.1;3.16666666666667;3.25;3
"877";877;2.8;3.33333333333333;3.25;2.33333333333333
"878";878;4;4.66666666666667;4;3.16666666666667
"879";879;4.1;4.66666666666667;2.875;3.66666666666667
"880";880;3.3;3.75;2.25;2.16666666666667
"881";881;3.9;3.75;2.625;1.83333333333333
"882";882;3.4;3.41666666666667;3;2.83333333333333
"883";883;4;4.33333333333333;4;2.83333333333333
"884";884;3.8;3.83333333333333;4;2.16666666666667
"885";885;3.3;3.41666666666667;2.875;2.16666666666667
"886";886;3.5;3.66666666666667;2.375;2.5
"887";887;3.5;3.83333333333333;3.5;2.83333333333333
"888";888;3.4;4;4.5;2.16666666666667
"889";889;4.3;4.58333333333333;3.125;3
"890";890;3.2;2.83333333333333;2.625;3.33333333333333
"891";891;2.8;2.75;3.75;3.16666666666667
"892";892;2.7;3.91666666666667;3.625;1.16666666666667
"893";893;3.4;4.25;4.875;3
"894";894;3.3;3.08333333333333;3.875;2.33333333333333
"895";895;3.6;3.91666666666667;4;3
"896";896;3.4;3;4.125;3.33333333333333
"897";897;3.2;3.08333333333333;2.375;2
"898";898;4.5;3.75;3.875;1.5
"899";899;3.2;4.08333333333333;3.375;3
"900";900;4.1;4.41666666666667;3.625;4
"901";901;3.6;3.83333333333333;3.75;3
"902";902;3.1;3.41666666666667;2.625;2.5
"903";903;4;3.25;2.875;2.83333333333333
"904";904;3.8;3.83333333333333;5;4.5
"905";905;4;3.91666666666667;3.875;3
"906";906;3.4;3.41666666666667;3.375;2.83333333333333
"907";907;3.3;3.5;3.125;3.16666666666667
"908";908;2.4;4.33333333333333;2.875;2.66666666666667
"909";909;3.4;3.08333333333333;1.875;2.5
"910";910;3.4;3.41666666666667;4;2.5
"911";911;3.2;4.33333333333333;2.875;1.83333333333333
"912";912;3.3;4.66666666666667;4.375;2.66666666666667
"913";913;3.6;3.33333333333333;3.5;3
"914";914;2.5;2.33333333333333;3.375;2.16666666666667
"915";915;4.5;4.16666666666667;3.875;2.5
"916";916;3.8;3;3.5;2.33333333333333
"917";917;4.2;4.83333333333333;4.75;4.33333333333333
"918";918;4;4.33333333333333;4;2.66666666666667
"919";919;3.3;3.66666666666667;2.125;2.5
"920";920;4.2;4.25;4.625;2.83333333333333
"921";921;3.6;3.75;2.875;3.66666666666667
"922";922;3.4;3.75;3.875;2.16666666666667
"923";923;3.4;3.75;3.25;2.33333333333333
"924";924;3.9;3.58333333333333;3.125;2.5
"925";925;4;4.58333333333333;4;4
"926";926;2.4;3.83333333333333;4;3.5
"927";927;3.8;4.16666666666667;3.375;2.83333333333333
"928";928;3.3;5;4.625;3.16666666666667
"929";929;3.8;4.58333333333333;3.625;3.5
"930";930;4;3.41666666666667;3.75;3.33333333333333
"931";931;3.9;4.5;4.25;2.66666666666667
"932";932;3.8;3.58333333333333;4;2.33333333333333
"933";933;3.1;3.41666666666667;3.375;1.33333333333333
"934";934;3.5;2.91666666666667;3.375;2.66666666666667
"935";935;3.5;3;3;2
"936";936;4.3;3.91666666666667;3.25;3
"937";937;3.5;4.25;2.375;4
"938";938;4.1;3.33333333333333;2.625;2.33333333333333
"939";939;4.3;4.58333333333333;3.625;4
"940";940;3.1;3.75;3.875;2.33333333333333
"941";941;4;3.25;2.625;2.33333333333333
"942";942;3.5;4;3.375;2.16666666666667
"943";943;3.4;3.16666666666667;3.875;2
"944";944;2.3;4;2.25;1.16666666666667
"945";945;3.7;4;3.75;2.5
"946";946;3.7;4.16666666666667;2.375;3.16666666666667
"947";947;3.8;3.16666666666667;4.75;1.83333333333333
"948";948;3.6;3.83333333333333;2.75;3.33333333333333
"949";949;2.9;3.16666666666667;3;2.66666666666667
"950";950;3.5;3.66666666666667;3.125;3.16666666666667
"951";951;3.4;2.5;2.875;1.83333333333333
"952";952;3.3;3.08333333333333;4.25;3.5
"953";953;4;4.41666666666667;3.75;2.5
"954";954;4;3.91666666666667;3.875;2.83333333333333
"955";955;2.9;3.5;2.125;2.33333333333333
"956";956;4;4.16666666666667;3.125;3.16666666666667
"957";957;3.8;4.41666666666667;4.375;3.33333333333333
"958";958;4.2;4.16666666666667;2.625;2.16666666666667
"959";959;2.8;2.66666666666667;3;2.5
"960";960;3.4;3.83333333333333;3.25;2.16666666666667
"961";961;3.2;3.5;2.625;1.83333333333333
"962";962;3.4;3.83333333333333;3.25;3.5
"963";963;3.5;2.75;3.125;2.66666666666667
"964";964;2.3;3.58333333333333;3.875;2
"965";965;4.5;4.41666666666667;4.125;3
"966";966;2.8;3.83333333333333;3.625;2.5
"967";967;4;4.25;4.375;2.33333333333333
"968";968;3.9;4.16666666666667;3;1.83333333333333
"969";969;3.3;3.75;3.5;3.33333333333333
"970";970;3.9;3.83333333333333;3.5;3
"971";971;2.1;3.66666666666667;2.25;1.83333333333333
"972";972;3.3;4.91666666666667;4.25;2.66666666666667
"973";973;4;3.16666666666667;4;3.83333333333333
"974";974;3.3;3.16666666666667;3.125;3.16666666666667
"975";975;3.8;3.91666666666667;3.125;2.66666666666667
"976";976;4.1;4.25;4.25;3.83333333333333
"977";977;3.9;3.66666666666667;4.875;4.33333333333333
"978";978;2.5;3.83333333333333;2.25;2.33333333333333
"979";979;3.8;4.58333333333333;4.5;1.83333333333333
"980";980;3.6;4.16666666666667;4.625;2.33333333333333
"981";981;4.3;3.83333333333333;3.375;3
"982";982;3.7;3.83333333333333;4.75;3.16666666666667
"983";983;3.7;4;4.875;3
"984";984;3.3;4.83333333333333;3.5;1.16666666666667
"985";985;4.2;3.75;4.375;3.66666666666667
"986";986;4.3;4.66666666666667;4.625;2.83333333333333
"987";987;4.5;4.5;4.625;4
"988";988;3.8;3.08333333333333;3.625;3
"989";989;3.2;4.08333333333333;3.875;2.83333333333333
"990";990;3.7;4.41666666666667;4.25;2.5
"991";991;3.2;2.83333333333333;3.875;3.16666666666667
"992";992;4.3;4.33333333333333;4.375;3
"993";993;3.2;3.66666666666667;4.125;2.33333333333333
"994";994;3.8;4.16666666666667;4.625;3
"995";995;4.1;4.83333333333333;3.75;4.66666666666667
"996";996;3.7;3.58333333333333;3.25;3
"997";997;3.7;3.5;2.625;2.5
"998";998;2.8;3.83333333333333;3.625;1.66666666666667
"999";999;3.6;4;4;2.33333333333333
"1000";1000;3.5;3.75;4.25;2.33333333333333
"1001";1001;4;4.41666666666667;4.125;2.83333333333333
"1002";1002;3.6;3.83333333333333;3.125;3.66666666666667
"1003";1003;3.1;3.58333333333333;3.125;3.5
"1004";1004;3;4.33333333333333;4;1.83333333333333
"1005";1005;4;3.83333333333333;3;2.33333333333333
"1006";1006;4;4.58333333333333;4.625;3.33333333333333
"1007";1007;3.6;3.75;4.125;2
"1008";1008;3.7;4.66666666666667;3.25;2
"1009";1009;3.3;2.91666666666667;2.875;2
"1010";1010;2.2;3.41666666666667;2.75;2.66666666666667
"1011";1011;3.3;3.66666666666667;2;3.16666666666667
"1012";1012;3.5;2.58333333333333;3.5;2.83333333333333
"1013";1013;3.9;4.41666666666667;3;4.5
"1014";1014;4.5;3.66666666666667;3.75;2.5
"1015";1015;2.8;4.33333333333333;3.5;2.16666666666667
"1016";1016;4.5;3.5;3.375;2.83333333333333
"1017";1017;3.3;3.41666666666667;3.25;1.5
"1018";1018;3.5;3.5;4.625;2.66666666666667
"1019";1019;3.1;3.83333333333333;3.625;3.16666666666667
"1020";1020;3.9;3.25;3.625;2.33333333333333
"1021";1021;4.3;4.41666666666667;4.375;2.83333333333333
"1022";1022;3.8;2.91666666666667;2.875;1.83333333333333
"1023";1023;3.3;3.16666666666667;4.375;2.16666666666667
"1024";1024;4.3;3.91666666666667;2.625;4
"1025";1025;3.8;3.75;3.875;2.83333333333333
"1026";1026;3.4;3.83333333333333;3.75;1.83333333333333
"1027";1027;4;4.16666666666667;3.5;3.83333333333333
"1028";1028;3.6;3.08333333333333;3;2.66666666666667
"1029";1029;4.1;4.33333333333333;3.125;2.66666666666667
"1030";1030;3.9;3.08333333333333;3.75;2.66666666666667
"1031";1031;3;4.08333333333333;3.5;2.5
"1032";1032;4;4.66666666666667;3.5;2.83333333333333
"1033";1033;4.3;4.16666666666667;4;3.5
"1034";1034;3.9;4.08333333333333;3.25;4
"1035";1035;3.9;4.41666666666667;3.625;2.66666666666667
"1036";1036;3.4;4.16666666666667;4.125;2.5
"1037";1037;3;3.41666666666667;2.5;1.83333333333333
